,Pull Time,Push Time
0,0.0,19.183443678950237
1,0.0,19.214353358512536
2,0.0,19.106706201995927
3,0.0,19.112143398296674
4,0.0,19.154856762183428
5,0.0,19.15103929523113
6,0.0,19.160891560239747
7,0.0,19.151472684794697
8,0.0,19.215479984773054
9,0.0,19.187533122345542
10,0.0,19.13034622647848
11,0.0,19.180021814096875
12,0.0,19.26834278175454
13,0.0,19.1658986325603
14,0.0,19.180807420151837
15,0.0,19.13907046569085
16,0.0,19.166254581146973
17,0.0,19.10994566069286
18,0.0,19.106290539884924
19,0.0,19.194990315212806
20,0.0,19.262898587775112
21,0.0,19.117158867831563
22,0.0,19.128140558172163
23,0.0,19.194541997268118
24,0.0,19.788451777597004
25,0.0,19.168566147656577
26,0.0,19.22862022571718
27,0.0,19.234736196845574
28,0.0,19.32762384958164
29,0.0,19.173642730251572
30,0.0,19.17372063774053
31,0.0,19.15482177379033
32,0.0,19.203757473520795
33,0.0,19.134889585961332
34,0.0,21.249890369701347
35,0.0,19.250098434012898
36,0.0,19.166116027109865
37,0.0,19.14234771185238
38,0.0,19.219027341330047
39,0.0,19.14047699909679
40,0.0,19.262141438946628
41,0.0,19.14588760421873
42,0.0,19.182595093787654
43,0.0,19.20431308920456
44,0.0,19.17480387839339
45,0.0,19.099590029334195
46,0.0,19.100401760056116
47,0.0,19.118995991729776
48,0.0,19.16458960014336
49,0.0,19.141887264598154
50,0.0,19.171110970120935
51,0.0,19.211039724422108
52,0.0,19.16975901860826
53,0.0,19.13961021996954
54,0.0,19.211321964127137
55,0.0,19.14884855530613
56,0.0,19.109338728698958
57,0.0,19.197106879744297
58,0.0,20.35246001059909
59,0.0,19.121836116232316
60,0.0,19.201582595000446
61,0.0,19.25385572092887
62,0.0,19.12584671911509
63,0.0,19.098389694192065
64,0.0,19.17761881125307
65,0.0,19.111561191434248
66,0.0,19.29832270308202
67,0.0,19.156534339008658
68,0.0,19.19599471535321
69,0.0,19.182960839124235
70,0.0,19.14372905361529
71,0.0,19.28208109096613
72,0.0,19.10811133586617
73,0.0,19.26113657229439
74,0.0,19.347133844132713
75,0.0,19.160338743627335
76,0.0,19.151412038246463
77,0.0,19.20160685361975
78,0.0,19.13158714815677
79,0.0,19.375149283810742
80,0.0,19.224587696774734
81,0.0,20.18601322654581
82,0.0,19.2011478059012
83,0.0,19.220593888320764
84,0.0,19.169412400259944
85,0.0,19.157416979540585
86,0.0,19.144023889141863
87,0.0,19.145283937808472
88,0.0,19.19764989960663
89,0.0,19.136327842177025
90,0.0,19.17183033148467
91,0.0,19.20624024990093
92,0.0,19.323534872698247
93,0.0,19.118928814014907
94,0.0,19.135893519589672
95,0.0,19.187301732438527
96,0.0,19.134093250132537
97,0.0,19.16366870563479
98,0.0,21.505706840184303
99,0.0,19.124142551111163
Total,0.0,1924.985805442142
