,Pull_Time,Push_Time,Total_Time
0,0,13.67764675586648,13.67764675586648
1,0,13.62197299187293,27.29961974773941
2,0,13.600577446016633,40.90019719375604
3,0,13.549365849698894,54.44956304345494
4,0,13.658605685729981,68.10816872918491
5,0,13.545792849988601,81.65396157917351
6,0,13.667285103357614,95.32124668253113
7,0,13.605213621903957,108.92646030443508
8,0,13.584643332149966,122.51110363658505
9,0,13.558143234416121,136.06924687100116
10,0,13.88823214654758,149.95747901754874
11,0,14.042615217461275,164.00009423501
12,0,14.020397214562394,178.0204914495724
13,0,14.000991333644663,192.02148278321707
14,0,14.07361387064708,206.09509665386415
15,0,14.136455093518919,220.23155174738307
16,0,14.020900578798887,234.25245232618195
17,0,14.578220889662475,248.83067321584443
18,0,14.410287570728741,263.24096078657317
19,0,14.274782757978869,277.51574354455204
20,0,14.106075499037331,291.62181904358937
21,0,13.978656703258139,305.6004757468475
22,0,14.017806218297778,319.6182819651453
23,0,14.10511122296981,333.7233931881151
24,0,14.063096870324728,347.7864900584398
25,0,13.991900920750652,361.7783909791905
26,0,14.088092006958504,375.866482986149
27,0,14.093775497684476,389.96025848383346
28,0,14.042803687481296,404.00306217131475
29,0,14.02836986961512,418.0314320409299
30,0,14.066228085111902,432.0976601260418
31,0,14.09724586520565,446.1949059912474
32,0,14.18689461586871,460.38180060711613
33,0,14.05947348753972,474.44127409465585
34,0,14.159131675699086,488.60040577035494
