,Thread_Name,File_Name,Total_Tuples,Push_Time
0,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.19341502544578526
1,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.24555824213452562
2,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.1067892592615054
3,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.11323082865695988
4,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.10365757796430919
5,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.1252285315619639
6,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.21885474606230615
7,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.40373590498498535
8,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.11432292845090242
9,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t6.xml,88,0.11831532060663086
10,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.11678143588963685
11,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t1.xml,109,0.1369057421310267
12,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.24481135970389678
13,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.10421365782521463
14,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.11119171366365665
